"idx";"accountNumber";"accountType";"merchantId";"merchantType";"transactionId";"amount";"currency";"isCardPresent";"transactionTimeStamp";"feature_1"
"2065";"8384 7493 2231 2554";"VISA";"1082";"utazás";"5382371724";"238175";"HUF";"True";"1522591186.0";"0"
"1264";"3536 6303 0139 1750";"DINERS";"1002";"élelmiszer";"5382370923";"17123";"HUF";"True";"1522591189.0";"0"
"681";"5969 6272 9813 5942";"DINERS";"1052";"üzemanyag";"5382370340";"7842";"HUF";"True";"1522591222.0";"0"
"2149";"0896 9046 5665 4176";"DINERS";"1070";"könyv";"5382371808";"2620";"HUF";"True";"1522591224.0";"0"
"2361";"9738 4039 5002 3704";"AMEX";"1061";"szórakozás";"5382372020";"2517";"HUF";"True";"1522591254.0";"0"
"1052";"3981 2396 3779 1573";"MASTERCARD";"1080";"utazás";"5382370711";"214142";"HUF";"True";"1522591255.0";"1"
"1230";"4368 5216 4286 2090";"DINERS";"1021";"ruházat";"5382370889";"7261";"HUF";"True";"1522591267.0";"0"
"470";"5168 3639 1807 5100";"JCB";"1041";"elektronikai";"5382370129";"174458";"HUF";"True";"1522591341.0";"0"
"20";"7981 1995 2134 6803";"MASTERCARD";"1070";"könyv";"5382369679";"4752";"HUF";"True";"1522591374.0";"0"
"193";"7690 8304 0906 9242";"VISA";"1032";"egészség";"5382369852";"39169";"HUF";"True";"1522591378.0";"0"
"2341";"4306 0157 7065 0086";"MAESTRO";"1030";"egészség";"5382372000";"12483";"HUF";"True";"1522591474.0";"0"
"2066";"8384 7493 2231 2554";"VISA";"1010";"étterem";"5382371725";"5906";"HUF";"True";"1522591486.0";"0"
"1265";"3536 6303 0139 1750";"DINERS";"1060";"szórakozás";"5382370924";"5841";"HUF";"True";"1522591489.0";"0"
"682";"5969 6272 9813 5942";"DINERS";"1031";"egészség";"5382370341";"23996";"HUF";"True";"1522591522.0";"0"
"2150";"0896 9046 5665 4176";"DINERS";"1042";"elektronikai";"5382371809";"110438";"HUF";"True";"1522591524.0";"1"
"2362";"9738 4039 5002 3704";"AMEX";"1011";"étterem";"5382372021";"7395";"HUF";"True";"1522591554.0";"0"
"1053";"3981 2396 3779 1573";"MASTERCARD";"1041";"elektronikai";"5382370712";"208074";"HUF";"True";"1522591555.0";"0"
"1231";"4368 5216 4286 2090";"DINERS";"1040";"elektronikai";"5382370890";"101104";"HUF";"True";"1522591567.0";"0"
"240";"6617 3574 5127 4422";"AMEX";"1082";"utazás";"5382369899";"246482";"HUF";"True";"1522591579.0";"0"
"21";"7981 1995 2134 6803";"MASTERCARD";"1072";"könyv";"5382369680";"3050";"HUF";"True";"1522591674.0";"0"
"194";"7690 8304 0906 9242";"VISA";"1022";"ruházat";"5382369853";"7524";"HUF";"True";"1522591678.0";"0"
"2067";"8384 7493 2231 2554";"VISA";"1001";"élelmiszer";"5382371726";"27368";"HUF";"True";"1522591786.0";"0"
"1266";"3536 6303 0139 1750";"DINERS";"1030";"egészség";"5382370925";"10654";"HUF";"True";"1522591789.0";"0"
"683";"5969 6272 9813 5942";"DINERS";"1030";"egészség";"5382370342";"13798";"HUF";"True";"1522591822.0";"0"
"2151";"0896 9046 5665 4176";"DINERS";"1010";"étterem";"5382371810";"8267";"HUF";"True";"1522591824.0";"0"
"2363";"9738 4039 5002 3704";"AMEX";"1081";"utazás";"5382372022";"56506";"HUF";"True";"1522591854.0";"0"
"610";"9365 0545 6443 8177";"VISA";"1081";"utazás";"5382370269";"136649";"HUF";"True";"1522591865.0";"0"
"1232";"4368 5216 4286 2090";"DINERS";"1071";"könyv";"5382370891";"6915";"HUF";"True";"1522591867.0";"0"
"241";"6617 3574 5127 4422";"AMEX";"1003";"élelmiszer";"5382369900";"2359";"HUF";"True";"1522591879.0";"0"
"22";"7981 1995 2134 6803";"MASTERCARD";"1042";"elektronikai";"5382369681";"165408";"HUF";"True";"1522591974.0";"0"
"195";"7690 8304 0906 9242";"VISA";"1001";"élelmiszer";"5382369854";"5281";"HUF";"True";"1522591978.0";"0"
"2406";"5532 0749 9007 1195";"JCB";"1021";"ruházat";"5382372065";"5720";"HUF";"True";"1522592030.0";"0"
"2068";"8384 7493 2231 2554";"VISA";"1080";"utazás";"5382371727";"306364";"HUF";"True";"1522592086.0";"0"
"1267";"3536 6303 0139 1750";"DINERS";"1072";"könyv";"5382370926";"2696";"HUF";"True";"1522592089.0";"0"
"1222";"5574 1145 1159 1653";"JCB";"1050";"üzemanyag";"5382370881";"12336";"HUF";"True";"1522592089.0";"0"
"684";"5969 6272 9813 5942";"DINERS";"1032";"egészség";"5382370343";"33758";"HUF";"True";"1522592122.0";"0"
"2152";"0896 9046 5665 4176";"DINERS";"1070";"könyv";"5382371811";"3995";"HUF";"True";"1522592124.0";"0"
"2364";"9738 4039 5002 3704";"AMEX";"1011";"étterem";"5382372023";"7407";"HUF";"True";"1522592154.0";"0"
"1164";"2000 5197 0878 8776";"VISA";"1051";"üzemanyag";"5382370823";"13402";"HUF";"True";"1522592162.0";"0"
"611";"9365 0545 6443 8177";"VISA";"1061";"szórakozás";"5382370270";"5639";"HUF";"True";"1522592165.0";"0"
"1233";"4368 5216 4286 2090";"DINERS";"1011";"étterem";"5382370892";"3813";"HUF";"True";"1522592167.0";"0"
"242";"6617 3574 5127 4422";"AMEX";"1020";"ruházat";"5382369901";"5878";"HUF";"True";"1522592179.0";"0"
"23";"7981 1995 2134 6803";"MASTERCARD";"1080";"utazás";"5382369682";"74522";"HUF";"True";"1522592274.0";"0"
"196";"7690 8304 0906 9242";"VISA";"1072";"könyv";"5382369855";"3674";"HUF";"True";"1522592278.0";"0"
"1268";"3536 6303 0139 1750";"DINERS";"1012";"étterem";"5382370927";"2284";"HUF";"True";"1522592389.0";"0"
"1223";"5574 1145 1159 1653";"JCB";"1042";"elektronikai";"5382370882";"81306";"HUF";"True";"1522592389.0";"0"
"685";"5969 6272 9813 5942";"DINERS";"1003";"élelmiszer";"5382370344";"12694";"HUF";"True";"1522592422.0";"0"
"2153";"0896 9046 5665 4176";"DINERS";"1072";"könyv";"5382371812";"6284";"HUF";"True";"1522592424.0";"0"
"1165";"2000 5197 0878 8776";"VISA";"1002";"élelmiszer";"5382370824";"33678";"HUF";"True";"1522592462.0";"1"
"612";"9365 0545 6443 8177";"VISA";"1030";"egészség";"5382370271";"1568";"HUF";"True";"1522592465.0";"0"
"243";"6617 3574 5127 4422";"AMEX";"1041";"elektronikai";"5382369902";"183892";"HUF";"True";"1522592479.0";"0"
"442";"4672 7002 4302 9352";"MASTERCARD";"1003";"élelmiszer";"5382370101";"17745";"HUF";"True";"1522592525.0";"0"
"24";"7981 1995 2134 6803";"MASTERCARD";"1082";"utazás";"5382369683";"250694";"HUF";"True";"1522592574.0";"0"
"197";"7690 8304 0906 9242";"VISA";"1011";"étterem";"5382369856";"2699";"HUF";"True";"1522592578.0";"0"
"2392";"2560 1964 4916 2825";"JCB";"1071";"könyv";"5382372051";"3832";"HUF";"True";"1522592613.0";"0"
"2276";"3171 2065 9066 6015";"MASTERCARD";"1041";"elektronikai";"5382371935";"55168";"HUF";"True";"1522592673.0";"0"
"686";"5969 6272 9813 5942";"DINERS";"1031";"egészség";"5382370345";"39891";"HUF";"True";"1522592722.0";"0"
"1166";"2000 5197 0878 8776";"VISA";"1041";"elektronikai";"5382370825";"37979";"HUF";"True";"1522592762.0";"0"
"613";"9365 0545 6443 8177";"VISA";"1081";"utazás";"5382370272";"151304";"HUF";"True";"1522592765.0";"0"
"244";"6617 3574 5127 4422";"AMEX";"1082";"utazás";"5382369903";"217357";"HUF";"True";"1522592779.0";"1"
"801";"6693 7295 4055 2123";"DINERS";"1012";"étterem";"5382370460";"4399";"HUF";"True";"1522592808.0";"0"
"443";"4672 7002 4302 9352";"MASTERCARD";"1020";"ruházat";"5382370102";"10660";"HUF";"True";"1522592825.0";"0"
"25";"7981 1995 2134 6803";"MASTERCARD";"1032";"egészség";"5382369684";"13903";"HUF";"True";"1522592874.0";"1"
"198";"7690 8304 0906 9242";"VISA";"1011";"étterem";"5382369857";"9406";"HUF";"True";"1522592878.0";"0"
"770";"2866 7155 3730 6143";"JCB";"1012";"étterem";"5382370429";"2377";"HUF";"True";"1522592923.0";"0"
"2277";"3171 2065 9066 6015";"MASTERCARD";"1003";"élelmiszer";"5382371936";"18099";"HUF";"True";"1522592973.0";"0"
"614";"9365 0545 6443 8177";"VISA";"1080";"utazás";"5382370273";"324028";"HUF";"True";"1522593065.0";"0"
"245";"6617 3574 5127 4422";"AMEX";"1050";"üzemanyag";"5382369904";"7464";"HUF";"True";"1522593079.0";"0"
"2104";"2984 3377 3660 4031";"VISA";"1082";"utazás";"5382371763";"250664";"HUF";"True";"1522593087.0";"0"
"2288";"7211 6223 5172 3593";"JCB";"1001";"élelmiszer";"5382371947";"16550";"HUF";"True";"1522593108.0";"0"
"802";"6693 7295 4055 2123";"DINERS";"1061";"szórakozás";"5382370461";"5236";"HUF";"True";"1522593108.0";"0"
"444";"4672 7002 4302 9352";"MASTERCARD";"1081";"utazás";"5382370103";"133329";"HUF";"True";"1522593125.0";"0"
"26";"7981 1995 2134 6803";"MASTERCARD";"1042";"elektronikai";"5382369685";"48472";"HUF";"True";"1522593174.0";"0"
"199";"7690 8304 0906 9242";"VISA";"1082";"utazás";"5382369858";"310424";"HUF";"True";"1522593178.0";"0"
"771";"2866 7155 3730 6143";"JCB";"1030";"egészség";"5382370430";"5480";"HUF";"True";"1522593223.0";"0"
"2278";"3171 2065 9066 6015";"MASTERCARD";"1022";"ruházat";"5382371937";"8504";"HUF";"True";"1522593273.0";"0"
"1575";"1314 9885 9906 4805";"VISA";"1051";"üzemanyag";"5382371234";"10143";"HUF";"True";"1522593281.0";"0"
"615";"9365 0545 6443 8177";"VISA";"1012";"étterem";"5382370274";"6158";"HUF";"True";"1522593365.0";"1"
"246";"6617 3574 5127 4422";"AMEX";"1052";"üzemanyag";"5382369905";"13371";"HUF";"True";"1522593379.0";"0"
"2105";"2984 3377 3660 4031";"VISA";"1021";"ruházat";"5382371764";"21141";"HUF";"True";"1522593387.0";"0"
"2289";"7211 6223 5172 3593";"JCB";"1040";"elektronikai";"5382371948";"164923";"HUF";"True";"1522593408.0";"0"
"803";"6693 7295 4055 2123";"DINERS";"1070";"könyv";"5382370462";"3794";"HUF";"True";"1522593408.0";"0"
"445";"4672 7002 4302 9352";"MASTERCARD";"1002";"élelmiszer";"5382370104";"22415";"HUF";"True";"1522593425.0";"0"
"27";"7981 1995 2134 6803";"MASTERCARD";"1012";"étterem";"5382369686";"2682";"HUF";"True";"1522593474.0";"0"
"200";"7690 8304 0906 9242";"VISA";"1001";"élelmiszer";"5382369859";"8360";"HUF";"True";"1522593478.0";"0"
"772";"2866 7155 3730 6143";"JCB";"1042";"elektronikai";"5382370431";"10971";"HUF";"True";"1522593523.0";"0"
"99";"3243 1530 2369 7746";"MASTERCARD";"1060";"szórakozás";"5382369758";"3986";"HUF";"True";"1522593532.0";"0"
"1576";"1314 9885 9906 4805";"VISA";"1071";"könyv";"5382371235";"6866";"HUF";"True";"1522593581.0";"0"
"616";"9365 0545 6443 8177";"VISA";"1072";"könyv";"5382370275";"4836";"HUF";"True";"1522593665.0";"0"
"247";"6617 3574 5127 4422";"AMEX";"1051";"üzemanyag";"5382369906";"12438";"HUF";"True";"1522593679.0";"0"
"2106";"2984 3377 3660 4031";"VISA";"1002";"élelmiszer";"5382371765";"16384";"HUF";"True";"1522593687.0";"0"
"2290";"7211 6223 5172 3593";"JCB";"1062";"szórakozás";"5382371949";"3811";"HUF";"True";"1522593708.0";"1"
"804";"6693 7295 4055 2123";"DINERS";"1060";"szórakozás";"5382370463";"3844";"HUF";"True";"1522593708.0";"0"
"446";"4672 7002 4302 9352";"MASTERCARD";"1021";"ruházat";"5382370105";"14177";"HUF";"True";"1522593725.0";"0"
"2182";"2556 5423 0250 8741";"DINERS";"1050";"üzemanyag";"5382371841";"7588";"HUF";"True";"1522593747.0";"0"
"28";"7981 1995 2134 6803";"MASTERCARD";"1011";"étterem";"5382369687";"3717";"HUF";"True";"1522593774.0";"0"
"201";"7690 8304 0906 9242";"VISA";"1052";"üzemanyag";"5382369860";"14979";"HUF";"True";"1522593778.0";"0"
"773";"2866 7155 3730 6143";"JCB";"1021";"ruházat";"5382370432";"23984";"HUF";"True";"1522593823.0";"0"
"100";"3243 1530 2369 7746";"MASTERCARD";"1081";"utazás";"5382369759";"181794";"HUF";"True";"1522593832.0";"0"
"1577";"1314 9885 9906 4805";"VISA";"1031";"egészség";"5382371236";"25875";"HUF";"True";"1522593881.0";"0"
"617";"9365 0545 6443 8177";"VISA";"1011";"étterem";"5382370276";"2890";"HUF";"True";"1522593965.0";"0"
"2107";"2984 3377 3660 4031";"VISA";"1031";"egészség";"5382371766";"2385";"HUF";"True";"1522593987.0";"0"
"691";"0565 0732 5960 4510";"AMEX";"1020";"ruházat";"5382370350";"26009";"HUF";"True";"1522593992.0";"0"
"2291";"7211 6223 5172 3593";"JCB";"1051";"üzemanyag";"5382371950";"13916";"HUF";"True";"1522594008.0";"0"
"805";"6693 7295 4055 2123";"DINERS";"1031";"egészség";"5382370464";"5686";"HUF";"True";"1522594008.0";"0"
"2183";"2556 5423 0250 8741";"DINERS";"1032";"egészség";"5382371842";"38082";"HUF";"True";"1522594047.0";"1"
"29";"7981 1995 2134 6803";"MASTERCARD";"1020";"ruházat";"5382369688";"14346";"HUF";"True";"1522594074.0";"0"
"774";"2866 7155 3730 6143";"JCB";"1032";"egészség";"5382370433";"4943";"HUF";"True";"1522594123.0";"0"
"101";"3243 1530 2369 7746";"MASTERCARD";"1022";"ruházat";"5382369760";"18231";"HUF";"True";"1522594132.0";"0"
"1578";"1314 9885 9906 4805";"VISA";"1020";"ruházat";"5382371237";"5593";"HUF";"True";"1522594181.0";"0"
"618";"9365 0545 6443 8177";"VISA";"1032";"egészség";"5382370277";"25817";"HUF";"True";"1522594265.0";"0"
"2108";"2984 3377 3660 4031";"VISA";"1031";"egészség";"5382371767";"19335";"HUF";"True";"1522594287.0";"0"
"2184";"2556 5423 0250 8741";"DINERS";"1021";"ruházat";"5382371843";"10461";"HUF";"True";"1522594347.0";"0"
"30";"7981 1995 2134 6803";"MASTERCARD";"1022";"ruházat";"5382369689";"14910";"HUF";"True";"1522594374.0";"0"
"775";"2866 7155 3730 6143";"JCB";"1060";"szórakozás";"5382370434";"4805";"HUF";"True";"1522594423.0";"0"
"102";"3243 1530 2369 7746";"MASTERCARD";"1062";"szórakozás";"5382369761";"2519";"HUF";"True";"1522594432.0";"0"
"1579";"1314 9885 9906 4805";"VISA";"1042";"elektronikai";"5382371238";"199350";"HUF";"True";"1522594481.0";"0"
"619";"9365 0545 6443 8177";"VISA";"1031";"egészség";"5382370278";"16281";"HUF";"True";"1522594565.0";"0"
"1419";"4603 5782 2034 7131";"JCB";"1022";"ruházat";"5382371078";"11211";"HUF";"True";"1522594607.0";"0"
"1580";"1314 9885 9906 4805";"VISA";"1082";"utazás";"5382371239";"147623";"HUF";"True";"1522594781.0";"0"
"2388";"9738 6858 6177 3889";"MASTERCARD";"1071";"könyv";"5382372047";"4904";"HUF";"True";"1522594842.0";"0"
"1420";"4603 5782 2034 7131";"JCB";"1001";"élelmiszer";"5382371079";"28429";"HUF";"True";"1522594907.0";"0"
"817";"9519 3698 5971 1131";"DINERS";"1011";"étterem";"5382370476";"5377";"HUF";"True";"1522595038.0";"0"
"1581";"1314 9885 9906 4805";"VISA";"1060";"szórakozás";"5382371240";"2160";"HUF";"True";"1522595081.0";"0"
"1421";"4603 5782 2034 7131";"JCB";"1010";"étterem";"5382371080";"8689";"HUF";"True";"1522595207.0";"0"
"818";"9519 3698 5971 1131";"DINERS";"1030";"egészség";"5382370477";"21928";"HUF";"True";"1522595338.0";"0"
"787";"3751 4354 1544 1865";"VISA";"1061";"szórakozás";"5382370446";"6103";"HUF";"True";"1522595504.0";"0"
"1422";"4603 5782 2034 7131";"JCB";"1051";"üzemanyag";"5382371081";"19582";"HUF";"True";"1522595507.0";"0"
"788";"0537 6257 8055 9570";"VISA";"1062";"szórakozás";"5382370447";"6217";"HUF";"True";"1522595550.0";"0"
"2400";"7600 6021 6653 2877";"AMEX";"1002";"élelmiszer";"5382372059";"29605";"HUF";"True";"1522595645.0";"0"
"1423";"4603 5782 2034 7131";"JCB";"1052";"üzemanyag";"5382371082";"14260";"HUF";"True";"1522595807.0";"0"
"1046";"3530 3184 0162 4919";"VISA";"1041";"elektronikai";"5382370705";"173082";"HUF";"True";"1522595898.0";"0"
"1424";"4603 5782 2034 7131";"JCB";"1071";"könyv";"5382371083";"2969";"HUF";"True";"1522596107.0";"0"
"1047";"3530 3184 0162 4919";"VISA";"1032";"egészség";"5382370706";"2277";"HUF";"True";"1522596198.0";"0"
"2342";"4008 1610 3513 9334";"MASTERCARD";"1021";"ruházat";"5382372001";"26077";"HUF";"True";"1522596227.0";"0"
"2139";"8492 0080 4506 3228";"AMEX";"1003";"élelmiszer";"5382371798";"11925";"HUF";"True";"1522596271.0";"0"
"372";"8421 9727 1179 5845";"VISA";"1040";"elektronikai";"5382370031";"203414";"HUF";"True";"1522596379.0";"0"
"184";"0127 7325 2048 0439";"DINERS";"1012";"étterem";"5382369843";"4154";"HUF";"True";"1522596388.0";"0"
"1425";"4603 5782 2034 7131";"JCB";"1072";"könyv";"5382371084";"6336";"HUF";"True";"1522596407.0";"0"
"1922";"0662 1632 6351 4585";"MAESTRO";"1071";"könyv";"5382371581";"2715";"HUF";"True";"1522596458.0";"0"
"1048";"3530 3184 0162 4919";"VISA";"1070";"könyv";"5382370707";"3379";"HUF";"True";"1522596498.0";"0"
"2343";"4008 1610 3513 9334";"MASTERCARD";"1003";"élelmiszer";"5382372002";"34042";"HUF";"True";"1522596527.0";"0"
"2140";"8492 0080 4506 3228";"AMEX";"1031";"egészség";"5382371799";"13056";"HUF";"True";"1522596571.0";"0"
"185";"0127 7325 2048 0439";"DINERS";"1021";"ruházat";"5382369844";"8111";"HUF";"True";"1522596688.0";"0"
"1200";"3523 5253 2689 4010";"DINERS";"1003";"élelmiszer";"5382370859";"5678";"HUF";"True";"1522596693.0";"0"
"743";"6542 7060 6908 2190";"VISA";"1022";"ruházat";"5382370402";"24473";"HUF";"True";"1522596757.0";"0"
"1923";"0662 1632 6351 4585";"MAESTRO";"1050";"üzemanyag";"5382371582";"16887";"HUF";"True";"1522596758.0";"0"
"1049";"3530 3184 0162 4919";"VISA";"1001";"élelmiszer";"5382370708";"28483";"HUF";"True";"1522596798.0";"0"
"2344";"4008 1610 3513 9334";"MASTERCARD";"1010";"étterem";"5382372003";"4923";"HUF";"True";"1522596827.0";"0"
"321";"9042 5228 1810 1468";"MAESTRO";"1002";"élelmiszer";"5382369980";"16128";"HUF";"True";"1522596857.0";"0"
"2141";"8492 0080 4506 3228";"AMEX";"1071";"könyv";"5382371800";"6081";"HUF";"True";"1522596871.0";"0"
"783";"0639 2675 9960 6332";"DINERS";"1003";"élelmiszer";"5382370442";"30863";"HUF";"True";"1522596923.0";"0"
"1494";"2891 2761 7547 1777";"VISA";"1080";"utazás";"5382371153";"104565";"HUF";"True";"1522596945.0";"0"
"186";"0127 7325 2048 0439";"DINERS";"1022";"ruházat";"5382369845";"14575";"HUF";"True";"1522596988.0";"0"
"1201";"3523 5253 2689 4010";"DINERS";"1080";"utazás";"5382370860";"229991";"HUF";"True";"1522596993.0";"0"
"744";"6542 7060 6908 2190";"VISA";"1011";"étterem";"5382370403";"5357";"HUF";"True";"1522597057.0";"0"
"1924";"0662 1632 6351 4585";"MAESTRO";"1011";"étterem";"5382371583";"6268";"HUF";"True";"1522597058.0";"0"
"1050";"3530 3184 0162 4919";"VISA";"1071";"könyv";"5382370709";"5015";"HUF";"True";"1522597098.0";"0"
"2345";"4008 1610 3513 9334";"MASTERCARD";"1051";"üzemanyag";"5382372004";"7631";"HUF";"True";"1522597127.0";"0"
"322";"9042 5228 1810 1468";"MAESTRO";"1051";"üzemanyag";"5382369981";"7286";"HUF";"True";"1522597157.0";"0"
"2142";"8492 0080 4506 3228";"AMEX";"1012";"étterem";"5382371801";"7881";"HUF";"True";"1522597171.0";"0"
"784";"0639 2675 9960 6332";"DINERS";"1041";"elektronikai";"5382370443";"114585";"HUF";"True";"1522597223.0";"1"
"1495";"2891 2761 7547 1777";"VISA";"1040";"elektronikai";"5382371154";"247112";"HUF";"True";"1522597245.0";"0"
"187";"0127 7325 2048 0439";"DINERS";"1021";"ruházat";"5382369846";"5084";"HUF";"True";"1522597288.0";"0"
"1202";"3523 5253 2689 4010";"DINERS";"1080";"utazás";"5382370861";"120953";"HUF";"True";"1522597293.0";"0"
"745";"6542 7060 6908 2190";"VISA";"1050";"üzemanyag";"5382370404";"16218";"HUF";"True";"1522597357.0";"0"
"1925";"0662 1632 6351 4585";"MAESTRO";"1011";"étterem";"5382371584";"8234";"HUF";"True";"1522597358.0";"1"
"1544";"3447 6824 9481 2032";"JCB";"1003";"élelmiszer";"5382371203";"32954";"HUF";"True";"1522597402.0";"0"
"2346";"4008 1610 3513 9334";"MASTERCARD";"1030";"egészség";"5382372005";"25150";"HUF";"True";"1522597427.0";"0"
"785";"0639 2675 9960 6332";"DINERS";"1061";"szórakozás";"5382370444";"5575";"HUF";"True";"1522597523.0";"0"
"1496";"2891 2761 7547 1777";"VISA";"1012";"étterem";"5382371155";"2193";"HUF";"True";"1522597545.0";"0"
"188";"0127 7325 2048 0439";"DINERS";"1032";"egészség";"5382369847";"25674";"HUF";"True";"1522597588.0";"0"
"1203";"3523 5253 2689 4010";"DINERS";"1002";"élelmiszer";"5382370862";"7166";"HUF";"True";"1522597593.0";"0"
"1926";"0662 1632 6351 4585";"MAESTRO";"1082";"utazás";"5382371585";"165531";"HUF";"True";"1522597658.0";"0"
"2295";"3489 5516 1858 4289";"JCB";"1040";"elektronikai";"5382371954";"118310";"HUF";"True";"1522597663.0";"0"
"1545";"3447 6824 9481 2032";"JCB";"1040";"elektronikai";"5382371204";"198946";"HUF";"True";"1522597702.0";"0"
"2347";"4008 1610 3513 9334";"MASTERCARD";"1022";"ruházat";"5382372006";"8306";"HUF";"True";"1522597727.0";"0"
"2269";"7759 1260 7722 2237";"JCB";"1003";"élelmiszer";"5382371928";"3410";"HUF";"True";"1522597845.0";"0"
"1497";"2891 2761 7547 1777";"VISA";"1050";"üzemanyag";"5382371156";"18508";"HUF";"True";"1522597845.0";"0"
"189";"0127 7325 2048 0439";"DINERS";"1002";"élelmiszer";"5382369848";"11317";"HUF";"True";"1522597888.0";"0"
"1927";"0662 1632 6351 4585";"MAESTRO";"1050";"üzemanyag";"5382371586";"6505";"HUF";"True";"1522597958.0";"0"
"1546";"3447 6824 9481 2032";"JCB";"1060";"szórakozás";"5382371205";"7680";"HUF";"True";"1522598002.0";"0"
"2330";"5495 6853 8485 8110";"JCB";"1052";"üzemanyag";"5382371989";"13359";"HUF";"True";"1522598054.0";"0"
"1498";"2891 2761 7547 1777";"VISA";"1001";"élelmiszer";"5382371157";"6085";"HUF";"True";"1522598145.0";"0"
"2270";"7759 1260 7722 2237";"JCB";"1031";"egészség";"5382371929";"39695";"HUF";"True";"1522598145.0";"0"
"417";"6747 5698 2717 4052";"VISA";"1011";"étterem";"5382370076";"9505";"HUF";"True";"1522598202.0";"0"
"1562";"2617 7925 4678 0917";"DINERS";"1012";"étterem";"5382371221";"7357";"HUF";"True";"1522598216.0";"0"
"1928";"0662 1632 6351 4585";"MAESTRO";"1080";"utazás";"5382371587";"192849";"HUF";"True";"1522598258.0";"0"
"1547";"3447 6824 9481 2032";"JCB";"1021";"ruházat";"5382371206";"6406";"HUF";"True";"1522598302.0";"0"
"2331";"5495 6853 8485 8110";"JCB";"1081";"utazás";"5382371990";"235378";"HUF";"True";"1522598354.0";"0"
"2271";"7759 1260 7722 2237";"JCB";"1061";"szórakozás";"5382371930";"3875";"HUF";"True";"1522598445.0";"0"
"1499";"2891 2761 7547 1777";"VISA";"1050";"üzemanyag";"5382371158";"10649";"HUF";"True";"1522598445.0";"0"
"418";"6747 5698 2717 4052";"VISA";"1021";"ruházat";"5382370077";"13092";"HUF";"True";"1522598502.0";"0"
"1563";"2617 7925 4678 0917";"DINERS";"1002";"élelmiszer";"5382371222";"4786";"HUF";"True";"1522598516.0";"0"
"1290";"8959 0510 0443 4051";"AMEX";"1041";"elektronikai";"5382370949";"187144";"HUF";"True";"1522598597.0";"0"
"1548";"3447 6824 9481 2032";"JCB";"1062";"szórakozás";"5382371207";"7424";"HUF";"True";"1522598602.0";"0"
"1801";"4008 1610 3513 9334";"MASTERCARD";"1003";"élelmiszer";"5382371460";"30763";"HUF";"True";"1522598637.0";"0"
"2332";"5495 6853 8485 8110";"JCB";"1050";"üzemanyag";"5382371991";"11030";"HUF";"True";"1522598654.0";"0"
"2272";"7759 1260 7722 2237";"JCB";"1040";"elektronikai";"5382371931";"206496";"HUF";"True";"1522598745.0";"1"
"419";"6747 5698 2717 4052";"VISA";"1022";"ruházat";"5382370078";"9074";"HUF";"True";"1522598802.0";"0"
"1564";"2617 7925 4678 0917";"DINERS";"1070";"könyv";"5382371223";"4694";"HUF";"True";"1522598816.0";"0"
"2372";"5954 7723 5011 2174";"MASTERCARD";"1001";"élelmiszer";"5382372031";"4433";"HUF";"True";"1522598856.0";"0"
"1549";"3447 6824 9481 2032";"JCB";"1051";"üzemanyag";"5382371208";"15718";"HUF";"True";"1522598902.0";"0"
"1802";"4008 1610 3513 9334";"MASTERCARD";"1021";"ruházat";"5382371461";"9541";"HUF";"True";"1522598937.0";"0"
"2333";"5495 6853 8485 8110";"JCB";"1041";"elektronikai";"5382371992";"179402";"HUF";"True";"1522598954.0";"0"
"2273";"7759 1260 7722 2237";"JCB";"1041";"elektronikai";"5382371932";"146766";"HUF";"True";"1522599045.0";"0"
"420";"6747 5698 2717 4052";"VISA";"1060";"szórakozás";"5382370079";"2455";"HUF";"True";"1522599102.0";"0"
"1565";"2617 7925 4678 0917";"DINERS";"1072";"könyv";"5382371224";"2795";"HUF";"True";"1522599116.0";"0"
"1550";"3447 6824 9481 2032";"JCB";"1062";"szórakozás";"5382371209";"5475";"HUF";"True";"1522599202.0";"0"
"1803";"4008 1610 3513 9334";"MASTERCARD";"1020";"ruházat";"5382371462";"6258";"HUF";"True";"1522599237.0";"0"
"2334";"5495 6853 8485 8110";"JCB";"1072";"könyv";"5382371993";"2029";"HUF";"True";"1522599254.0";"0"
"2274";"7759 1260 7722 2237";"JCB";"1001";"élelmiszer";"5382371933";"22253";"HUF";"True";"1522599345.0";"0"
"2033";"0307 8413 2223 6278";"MASTERCARD";"1041";"elektronikai";"5382371692";"44364";"HUF";"True";"1522599374.0";"0"
"421";"6747 5698 2717 4052";"VISA";"1082";"utazás";"5382370080";"111149";"HUF";"True";"1522599402.0";"1"
"1566";"2617 7925 4678 0917";"DINERS";"1030";"egészség";"5382371225";"4603";"HUF";"True";"1522599416.0";"0"
"1551";"3447 6824 9481 2032";"JCB";"1072";"könyv";"5382371210";"5249";"HUF";"True";"1522599502.0";"0"
"1804";"4008 1610 3513 9334";"MASTERCARD";"1081";"utazás";"5382371463";"295188";"HUF";"True";"1522599537.0";"0"
"2335";"5495 6853 8485 8110";"JCB";"1081";"utazás";"5382371994";"336208";"HUF";"True";"1522599554.0";"0"
"31";"5070 4465 7022 6023";"DINERS";"1061";"szórakozás";"5382369690";"4226";"HUF";"True";"1522599565.0";"0"
"2034";"0307 8413 2223 6278";"MASTERCARD";"1052";"üzemanyag";"5382371693";"12935";"HUF";"True";"1522599674.0";"0"
"422";"6747 5698 2717 4052";"VISA";"1071";"könyv";"5382370081";"3889";"HUF";"True";"1522599702.0";"0"
