Account,Age,AvgMonthlySpending,BalanceAmount,CandidateTargetCreditIncrease,CreditLimit,CreditScore,CrmSegment,FamilyMembers,Gender,IncomeCategory,Name,NrOfCredCards,NrOfDebCards,PreviousDaySpending,ShortTermCredit,Tel,TransactionTrend
230010234,44,918243,705002,0,840000,XS,TransCredit,1,F,L,Varga Péter,0,3,89513,Y,3680526111,DecDec
230010235,38,422025,420247,0,1150000,NO,Young,3,N,XL,Szabó Emese,1,2,150614,N,3680205643,Dec
230010236,43,176295,185502,0,1120000,XS,NoTrans,2,N,S,Szűcs Janka,0,3,197164,N,3680856593,Inc
230010237,53,128124,472338,0,890000,S,Young,2,F,XXL,Hegedüs Gergely,0,3,297705,N,3680163506,DecDec
230010238,74,598435,672174,0,400000,XS,TransCredit,5,N,XS,Kozma Diána,0,3,27881,N,3680570990,IncInc
230010239,50,82340,676131,0,460000,NO,Pension,2,N,L,Lakatos Adrienn,0,3,276311,N,3680603713,Stab
230010240,39,384850,724871,0,300000,XS,Pension,4,F,XXL,Kozma Kornél,0,1,239675,N,3680327346,Inact
230010241,39,243736,639973,0,870000,S,Young,3,N,S,Veres Jázmin,0,1,142455,N,3680619658,Inact
230010242,30,421691,483503,0,310000,NO,Pension,2,F,L,Magyar Ákos,1,1,208252,Y,3680829951,Stab
230010243,44,412098,379649,0,180000,XS,CreditAct,5,F,XXL,Orsós Viktor,1,2,64994,Y,3680402540,Dec
230010244,27,249011,553351,0,820000,S,NoTrans,5,N,XXL,Veres Dorka,1,2,149757,Y,3680128423,Inact
230010245,36,162872,671688,0,1080000,XS,Pension,2,F,XXL,Lakatos Levente,1,3,80264,N,3680252402,DecDec
230010246,40,899860,724486,0,990000,XS,CreditAct,4,F,L,Dudás Milán,0,2,257999,Y,3680149546,Stab
230010247,65,771477,479979,0,1200000,XS,CreditAct,1,N,XXL,László Nikolett,1,2,91260,N,3680317839,IncInc
230010248,55,654626,574389,0,1000000,S,NoTrans,1,F,XXL,Szekeres Patrik,1,1,306284,N,3680634269,Inc
230010249,55,294918,449951,0,240000,NO,TransCredit,4,F,XS,László Benett,0,3,188168,N,3680231278,DecDec
230010250,66,641192,546996,0,700000,XS,Pension,3,N,XS,Fülöp Melissza,0,2,100430,Y,3680660357,DecDec
230010251,70,1015669,742129,0,770000,NO,NoTrans,2,N,L,Vörös Réka,1,2,207087,N,3680762198,Inc
230010252,56,939972,673617,0,700000,S,TransCredit,5,N,S,Máté Adrienn,0,2,166853,N,3680236065,IncInc
230010253,69,68283,526989,0,460000,XS,NoTrans,4,F,M,Kis Viktor,0,2,117816,N,3680663206,Stab
230010254,45,921623,666979,0,1140000,NO,CreditAct,1,N,L,Barta Rebeka,0,2,109434,N,3680794376,DecDec
230010255,56,164826,450039,0,770000,XS,TransCredit,4,F,XXL,Oláh Martin,0,3,71883,N,3680712872,Stab
230010256,54,128109,660160,0,860000,NO,CreditAct,1,F,XXL,Pásztor József,0,1,38315,Y,3680848214,Stab
230010257,36,327376,161183,0,420000,S,Pension,2,F,S,Pataki Marcell,0,1,169105,N,3680540916,Inc
230010258,42,635013,452607,0,520000,NO,Young,1,F,M,Budai Máté,0,1,255384,Y,3680855428,Inc
230010259,69,211973,168353,0,420000,S,Pension,3,N,S,Somogyi Eszter,0,3,150531,N,3680876410,Inc
230010260,74,269309,183817,0,910000,XS,Young,3,N,XS,Vörös Laura,0,3,72322,Y,3680158725,Dec
230010261,19,414242,315647,0,100000,XS,Pension,1,F,XL,Orosz Zoltán,0,3,69741,N,3680868167,Inact
230010262,53,823911,680110,0,620000,S,NoTrans,4,N,L,Bogdán Bianka,1,2,277888,N,3680773107,Dec
230010263,53,231830,594972,0,590000,XS,Pension,4,F,XL,Pintér Erik,1,1,163918,Y,3680353665,Inc
230010264,67,784450,563897,0,450000,XS,Young,1,F,XS,Kocsis Zsombor,1,1,19901,N,3680325164,IncInc
230010265,33,926124,607438,0,500000,S,Pension,5,F,M,Kerekes Dávid,1,3,205899,Y,3680245080,Stab
230010266,34,94629,230694,0,210000,NO,NoTrans,1,F,L,Borbély Balázs,0,3,317101,Y,3680175432,DecDec
230010267,33,183223,263195,0,1120000,NO,TransCredit,3,N,M,Balla Lara,1,3,295267,Y,3680558913,Inc
230010268,71,119154,155904,0,810000,NO,Young,1,F,XXL,Horváth Márk,0,1,163184,N,3680150508,DecDec
230010269,66,821779,459303,0,1120000,NO,CreditAct,3,N,M,László Liza,0,3,276491,N,3680176794,Dec
230010270,20,197417,548668,0,170000,NO,Young,4,F,XXL,Hegedűs Ferenc,1,3,313952,N,3680637781,DecDec
230010271,37,270054,534814,0,600000,NO,Pension,5,F,M,Novák Balázs,1,2,61827,Y,3680676849,Inc
230010272,66,851593,699178,0,630000,NO,TransCredit,4,F,XL,Jónás Miklós,0,2,101891,N,3680455119,Dec
230010273,52,978902,714574,0,490000,S,CreditAct,1,N,S,Horváth Rebeka,0,1,133800,Y,3680660365,IncInc
230010274,47,923714,550573,0,540000,NO,NoTrans,5,F,XL,Fábián Kevin,0,3,238130,Y,3680179226,Inc
230010275,26,758859,718199,0,900000,S,Pension,2,F,XS,Sándor Vilmos,0,1,289729,N,3680457087,Inc
230010276,66,223499,729298,0,320000,NO,CreditAct,2,F,L,Szücs Olivér,1,2,74102,N,3680676081,DecDec
230010277,46,956294,693900,0,1070000,S,CreditAct,3,F,XS,Illés Ábel,0,2,172800,N,3680542537,IncInc
230010278,47,688631,500478,0,610000,S,TransCredit,2,N,M,Fehér Eszter,0,1,297017,N,3680418051,Inc
230010279,50,537065,704230,0,150000,S,Pension,2,N,XXL,Szűcs Anna,0,2,180755,Y,3680371715,Stab
230010280,63,521434,703559,0,1060000,XS,Pension,5,F,L,Horváth Alex,1,1,255289,Y,3680157719,IncInc
230010281,35,527294,705030,0,440000,XS,CreditAct,2,F,L,Fehér Martin,1,3,225840,Y,3680417673,Stab
230010282,50,69770,494260,0,770000,XS,Young,3,F,XL,Balla Levente,1,1,213083,N,3680360745,Inc
230010283,45,520751,555963,0,790000,S,CreditAct,2,N,S,Major Fruzsina,1,3,311780,Y,3680178574,Dec
230010284,31,742378,470526,0,900000,S,TransCredit,1,F,S,Biró Benett,0,1,215732,Y,3680350149,Dec
230010285,33,70629,481282,0,460000,XS,CreditAct,5,F,L,Oláh Márk,0,2,79018,Y,3680261448,Inact
230010286,27,356308,350984,0,310000,S,NoTrans,5,F,XL,Péter Benedek,1,3,259375,Y,3680422340,Stab
230010287,73,1015013,741341,0,660000,NO,Young,2,F,M,Péter Gyula,1,1,100053,N,3680759423,Stab
230010288,68,230000,568605,0,740000,S,Young,3,N,S,Balázs Panna,0,3,38951,N,3680590380,IncInc
230010289,67,739372,501540,0,990000,NO,Pension,5,F,S,Fazekas Zétény,0,3,296055,Y,3680184122,Inc
230010290,44,356941,543610,0,250000,S,CreditAct,2,F,L,Török Zalán,0,3,209883,Y,3680146496,Stab
230010291,58,853208,473148,0,350000,S,NoTrans,4,F,XS,Barta Gergő,1,2,77538,N,3680423238,Dec
230010292,61,654445,497934,0,490000,NO,Young,3,F,M,Kelemen Nimród,1,2,136553,N,3680119495,Inact
230010293,68,521304,719500,0,300000,NO,CreditAct,2,N,XS,Lukács Izabella,0,1,147864,Y,3680794297,Inact
230010294,67,955389,633452,0,620000,XS,NoTrans,2,N,XL,Gáspár Lilla,0,1,257144,N,3680679652,Dec
230010295,18,386707,659338,0,620000,NO,Pension,1,F,S,Faragó Nimród,0,2,64605,N,3680755816,Stab
230010296,32,168030,166174,0,1030000,NO,Pension,2,F,L,Balog Adrián,1,2,218944,N,3680530205,Inact
230010297,45,418455,287835,0,170000,NO,CreditAct,3,N,XS,Nagy Zsófia,1,2,246400,Y,3680779741,DecDec
230010298,64,256403,229434,0,510000,S,TransCredit,5,F,XL,Vass Viktor,0,2,170228,N,3680248620,Stab
230010299,37,326896,416964,0,1090000,XS,NoTrans,4,N,S,Barna Emília,1,3,140662,Y,3680689728,IncInc
230010300,51,781646,730151,0,700000,NO,TransCredit,1,N,XL,Halász Emese,0,3,99261,Y,3680534935,Stab
230010301,53,464846,221564,0,480000,NO,NoTrans,3,F,L,Barna Ferenc,0,2,150953,N,3680330613,Dec
230010302,32,365336,458283,0,630000,NO,NoTrans,3,N,S,Szücs Flóra,1,1,18803,N,3680420264,Inc
230010303,63,955198,715263,0,160000,NO,Pension,3,F,XXL,Somogyi Soma,0,3,296635,Y,3680633317,IncInc
230010304,20,914046,690753,0,110000,S,Young,4,F,L,Illés Roland,1,3,50508,Y,3680234731,Stab
230010305,27,720153,635040,0,400000,NO,NoTrans,1,F,XS,Kovács Balázs,1,1,134819,Y,3680622683,Dec
230010306,18,641180,469181,0,370000,NO,TransCredit,2,N,S,Jónás Viktória,1,2,308187,N,3680196626,Dec
230010307,49,230537,294418,0,1190000,NO,TransCredit,5,N,L,Hegedüs Tímea,0,3,114383,Y,3680823284,Inc
230010308,29,656578,351648,0,490000,XS,CreditAct,5,F,XS,Németh Gábor,0,2,27546,N,3680325905,Inact
230010309,56,444788,515055,0,660000,XS,TransCredit,3,F,XXL,Somogyi Mihály,0,3,121192,N,3680484668,Stab
230010310,52,636906,548713,0,800000,NO,NoTrans,5,F,S,Nemes István,0,1,145864,Y,3680514134,Dec
230010311,37,122089,587442,0,220000,NO,TransCredit,2,F,L,Kozma Nándor,0,3,181692,Y,3680517292,IncInc
230010312,59,467460,725906,0,720000,S,NoTrans,3,F,L,Lakatos Dániel,0,2,26972,N,3680634132,Dec
230010313,40,374672,492622,0,750000,XS,CreditAct,4,N,L,Lengyel Leila,1,1,129418,Y,3680446011,Inact
230010314,34,400927,527121,0,1170000,S,NoTrans,3,F,XXL,Szücs Dávid,1,3,135945,N,3680363113,Dec
230010315,54,462346,463315,0,1010000,NO,Pension,3,N,XS,Szilágyi Amanda,1,2,167857,N,3680839698,IncInc
230010316,53,728234,725291,0,800000,S,Young,4,F,L,Kozma Ferenc,0,3,141237,N,3680150361,IncInc
230010317,24,905753,677483,0,700000,S,Young,2,N,L,Sipos Maja,1,1,79931,N,3680526494,DecDec
230010318,31,634061,532177,0,260000,S,CreditAct,2,F,XL,Tóth Mátyás,0,2,117948,N,3680844949,Stab
230010319,36,22711,265172,0,260000,XS,Young,3,N,XXL,Gulyás Laura,0,1,182941,N,3680501358,IncInc
230010320,73,277446,288756,0,420000,NO,TransCredit,1,F,M,Kis Mihály,0,2,214584,N,3680837514,Dec
230010321,37,338259,333421,0,200000,XS,NoTrans,5,N,S,Balog Léna,1,3,80380,N,3680515958,DecDec
230010322,50,554828,565118,0,690000,NO,NoTrans,2,F,L,Rácz Noel,0,3,262664,N,3680804902,Inc
230010323,75,902344,704183,0,960000,XS,CreditAct,4,F,S,Szabó Miklós,0,2,189929,N,3680603742,Inc
230010324,40,750307,636669,0,750000,XS,TransCredit,4,F,XL,Vörös Nándor,1,2,73536,N,3680595527,Dec
230010325,68,712040,631532,0,830000,S,TransCredit,3,F,S,Major Viktor,0,2,43316,Y,3680479357,DecDec
230010326,46,412139,86892,1,1120000,XL,Pension,5,F,XS,Csonka Milán,2,3,313672,Y,3680538966,DecDec
230010327,18,469032,70036,1,530000,XL,NoTrans,4,F,M,Orsós Olivér,2,3,271054,Y,3680572939,Dec
230010328,44,406578,122039,1,1040000,M,TransCredit,4,N,S,Kelemen Amanda,1,3,26046,Y,3680192324,Inact
230010329,54,280819,57361,1,160000,M,Young,1,F,XS,Orsós Nimród,2,2,91569,N,3680836243,DecDec
230010330,58,252122,8126,1,1100000,M,TransCredit,4,N,XXL,Sipos Blanka,3,3,314661,N,3680872088,Inc
230010331,24,309811,72611,1,340000,M,TransCredit,2,F,XXL,Juhász Dávid,3,2,97248,N,3680487955,Dec
230010332,54,972281,281152,1,880000,M,Young,3,N,L,Somogyi Eszter,2,1,275060,N,3680570231,DecDec
230010333,31,96914,13863,1,800000,XL,NoTrans,1,N,XXL,Kelemen Gréta,2,3,33774,Y,3680459870,DecDec
230010334,49,508160,25961,1,130000,L,CreditAct,1,N,M,Soós Gréta,1,1,268413,N,3680567947,IncInc
230010335,57,1010354,195998,1,1020000,XL,Young,3,N,XS,Sárközi Boglárka,1,2,299604,Y,3680343638,Stab
230010336,59,244554,57532,1,320000,XL,Young,2,F,M,Nagy Miklós,1,2,21851,Y,3680592827,Dec
230010337,30,141975,9132,1,500000,L,NoTrans,2,F,XS,Péter Soma,1,1,173352,Y,3680142381,Stab
230010338,43,485207,8404,1,550000,L,Pension,3,N,L,Budai Sára,1,1,48630,Y,3680469191,IncInc
230010339,55,629640,33686,1,430000,M,Pension,1,N,S,Gáspár Zselyke,1,1,168664,N,3680180982,Inc
230010340,31,135075,15270,1,660000,M,Young,3,N,L,Biró Diána,2,3,309527,N,3680455861,IncInc
230010341,30,790215,198314,1,440000,M,CreditAct,1,F,M,László Róbert,2,3,117461,Y,3680460832,IncInc
230010342,61,478028,11467,1,520000,M,Pension,2,F,XL,Halász Roland,2,1,40441,Y,3680820471,IncInc
230010343,24,975415,74246,1,310000,XL,TransCredit,4,F,XS,Rácz Mihály,3,3,306067,Y,3680374424,Stab
230010344,71,60755,12689,1,930000,M,Young,1,F,S,Pásztor Áron,3,1,162066,Y,3680258369,Inc
230010345,31,634462,10588,1,550000,M,Young,3,F,M,Tóth Benedek,2,2,180957,Y,3680119510,DecDec
230010346,42,508386,92948,1,370000,M,TransCredit,4,N,S,Pásztor Mira,2,3,144228,N,3680635767,Inc
230010347,44,992909,151246,1,780000,XL,Young,3,F,XXL,Kis Zoltán,3,2,274090,N,3680229785,IncInc
230010348,51,887085,221417,1,310000,XL,Pension,5,N,M,Varga Emília,2,1,97257,N,3680442848,Dec
230010349,25,917870,204039,1,120000,L,CreditAct,3,N,XS,Sipos Lili,2,3,38167,N,3680355483,Dec
230010350,37,131451,11999,1,570000,M,NoTrans,4,F,S,Barta Levente,2,1,98375,Y,3680130964,Inact
230010351,41,592203,65285,1,950000,M,Pension,3,N,XXL,Vincze Kata,3,1,48177,Y,3680283882,Dec
230010352,77,473827,123824,1,180000,M,NoTrans,3,N,M,Novák Abigél,3,1,285895,N,3680198171,Stab
230010353,70,60339,16498,1,150000,L,CreditAct,5,F,M,Vass Zétény,3,1,197809,Y,3680831280,DecDec
230010354,59,915925,296477,1,790000,L,Pension,5,N,XL,Deák Amanda,3,2,276003,N,3680410852,IncInc
230010355,73,950654,68691,1,1170000,XL,TransCredit,3,F,L,Vörös Vilmos,3,2,212336,N,3680283520,Stab
230010356,66,863052,226748,1,1120000,L,NoTrans,1,N,XL,Lukács Ramóna,2,2,176283,N,3680301349,Dec
230010357,69,564793,62581,1,690000,M,Young,1,N,L,Gulyás Szonja,2,1,238118,Y,3680560783,Stab
230010358,52,237548,66700,1,160000,XL,Pension,1,N,S,Simon Dóra,2,1,189615,Y,3680116147,DecDec
230010359,57,532137,64483,1,240000,XL,Young,5,N,M,Molnár Amanda,2,1,111083,N,3680461674,IncInc
230010360,21,483980,60127,1,1040000,XL,CreditAct,3,N,XS,Orosz Viktória,3,1,79286,N,3680328091,IncInc
230010361,71,641099,75508,1,360000,L,Young,3,N,XL,Faragó Dóra,1,1,217746,Y,3680844061,Inc
230010362,52,702410,213384,1,620000,L,Young,1,N,L,Orbán Kincső,2,2,29417,N,3680204424,Stab
230010363,24,559940,52075,1,480000,M,Young,1,F,S,Gáspár Kornél,2,3,83117,Y,3680691117,Stab
230010364,51,349249,40926,1,210000,M,Young,5,N,XL,Balogh Vivien,2,2,282431,Y,3680628553,DecDec
230010365,27,66225,11964,1,190000,M,Pension,3,F,S,Szabó Milán,1,3,167507,Y,3680165813,DecDec
230010366,65,575558,26519,1,1010000,L,Pension,2,N,L,Fehér Lilien,2,3,311624,Y,3680841287,Stab
230010367,77,279143,41743,1,1040000,XL,NoTrans,5,F,L,Budai Benedek,1,2,257438,Y,3680511618,Stab
230010368,41,261094,23065,1,1030000,M,TransCredit,4,F,S,Szabó Marcell,2,2,233236,N,3680438032,Inc
230010369,22,26730,7095,1,890000,XL,TransCredit,1,F,XL,Sárközi Gábor,3,2,202125,Y,3680833607,Inc
230010370,22,680099,98567,1,220000,XL,Pension,4,N,XS,Jónás Luca,1,1,133453,Y,3680172959,Dec
230010371,19,437539,105048,1,260000,XL,NoTrans,5,N,S,Balla Lilien,1,2,318311,Y,3680263509,Stab
230010372,65,449079,103786,1,700000,M,NoTrans,3,F,M,Faragó Ferenc,1,1,307640,Y,3680472880,Inc
230010373,26,124972,14536,1,240000,XL,TransCredit,3,N,M,Bakos Izabella,2,3,88576,Y,3680255547,DecDec
230010374,48,952048,270180,1,580000,XL,Pension,2,N,S,Budai Júlia,1,2,309344,N,3680616875,DecDec
230010375,64,734098,175403,1,930000,XL,CreditAct,1,F,M,Antal József,1,3,216927,N,3680561130,Dec
230010376,66,117012,21021,1,630000,XL,Pension,5,N,L,Bodnár Leila,2,3,75468,Y,3680303013,DecDec
230010377,68,454210,41374,1,470000,L,CreditAct,3,N,M,Balog Flóra,3,3,268173,Y,3680422679,Inact
230010378,18,542204,112832,1,100000,M,Young,5,F,XS,Pál Bálint,1,2,119927,N,3680371054,Stab
230010379,36,363666,30646,1,400000,XL,TransCredit,3,N,XL,Barna Amanda,3,1,131675,N,3680240059,Inc
230010380,53,247642,52550,1,1050000,M,TransCredit,4,N,XL,Major Dorottya,1,1,96664,N,3680317478,Inc
230010381,74,976332,110350,1,820000,L,Young,5,F,M,Fülöp Kornél,2,3,286080,Y,3680220763,Inact
230010382,56,56845,14267,1,600000,M,Young,3,N,XXL,Kovács Gréta,3,2,68209,N,3680650414,Stab
230010383,22,204816,52873,1,690000,L,NoTrans,2,F,L,Orsós Gergő,3,2,27308,N,3680639588,IncInc
230010384,27,689348,154739,1,280000,L,Young,4,N,S,Péter Jázmin,2,2,111273,N,3680127044,IncInc
230010385,28,257091,71326,1,590000,M,TransCredit,5,F,M,Tamás Milán,2,3,57496,N,3680194589,IncInc
230010386,19,713629,182970,1,1090000,XL,Young,1,N,XL,Lukács Mira,1,1,318070,Y,3680232130,IncInc
230010387,34,647053,197633,1,870000,L,CreditAct,4,N,XXL,Kovács Tamara,3,3,15869,Y,3680373836,DecDec
230010388,25,901305,193348,1,1010000,M,NoTrans,2,F,XS,Budai Dávid,1,2,118312,N,3680854221,DecDec
230010389,72,382466,44223,1,900000,M,TransCredit,4,N,XL,Jakab Eszter,2,1,302328,Y,3680518321,DecDec
230010390,48,208356,34023,1,430000,L,CreditAct,5,F,S,Szilágyi Zalán,3,3,181851,Y,3680737671,Inc
230010391,22,306370,74508,1,650000,XL,NoTrans,2,F,M,Sipos Dominik,3,3,209823,Y,3680503175,DecDec
230010392,23,423474,49240,1,840000,XL,CreditAct,5,N,XXL,Szekeres Tímea,2,1,127760,Y,3680650402,DecDec
230010393,47,943250,235074,1,940000,M,Young,1,F,M,Barna Csaba,2,1,206658,N,3680489342,Inact
230010394,20,362201,12786,1,1070000,M,Pension,3,F,L,Simon Tibor,3,2,302791,N,3680771098,DecDec
230010395,22,451643,147100,1,170000,M,NoTrans,4,F,XXL,Varga András,2,2,263701,Y,3680564403,Inact
230010396,63,643890,42645,1,920000,L,Young,3,F,M,Barna Viktor,1,1,150912,Y,3680261060,Inact
230010397,65,252378,19173,1,360000,XL,Young,3,N,S,Bogdán Bianka,1,2,93220,Y,3680203788,Stab
230010398,39,189642,55972,1,730000,L,Pension,5,F,S,László Tamás,1,3,87061,N,3680127095,IncInc
230010399,66,657038,54058,1,1200000,L,CreditAct,5,F,L,Máté Csaba,2,2,278940,Y,3680610354,Stab
230010400,44,347561,114518,1,330000,M,NoTrans,1,F,S,Kozma Péter,3,1,123035,Y,3680504358,Inact
