Account,Age,AvgMonthlySpending,BalanceAmount,CandidateTargetCreditIncrease,CreditLimit,CreditScore,CrmSegment,FamilyMembers,Gender,IncomeCategory,Name,NrOfCredCards,NrOfDebCards,PreviousDaySpending,ShortTermCredit,Tel,TransactionTrend
230010633,32,565036,577685,0,440000,XS,Pension,3,F,XXL,Varga Nándor,1,2,66552,N,3680693469,DecDec
230010634,30,560384,586207,0,530000,NO,CreditAct,3,N,S,Lukács Dorottya,0,1,312932,N,3680634725,DecDec
230010635,66,354265,388398,0,760000,NO,Young,2,N,XXL,Váradi Fanni,0,3,301666,N,3680392216,Stab
230010636,29,649675,690529,0,1070000,S,CreditAct,3,N,XL,Kocsis Mira,1,2,180679,Y,3680811258,Inc
230010637,18,501101,278129,0,730000,NO,NoTrans,2,N,XXL,Bakos Zsófia,0,2,238944,N,3680550906,Dec
230010638,22,146474,423178,0,780000,XS,NoTrans,1,N,M,Borbély Lili,0,3,269595,Y,3680284581,IncInc
230010639,72,780998,537965,0,270000,NO,NoTrans,5,F,XS,Szücs Tamás,0,1,240955,Y,3680391676,IncInc
230010640,57,524856,424744,0,1100000,S,Young,2,F,XL,Váradi Martin,0,1,241261,N,3680500147,Dec
230010641,50,51149,333785,0,1050000,NO,Pension,5,N,XXL,Orbán Rebeka,0,1,314853,N,3680165862,Inc
230010642,32,850912,544862,0,900000,S,NoTrans,1,F,XXL,Szabó Adrián,1,3,279174,N,3680242385,Stab
230010643,33,740156,750331,0,190000,XS,Young,4,F,M,Kocsis András,0,2,271803,N,3680877964,IncInc
230010644,53,463276,478462,0,680000,NO,CreditAct,2,F,XL,Kocsis Ákos,1,2,89992,N,3680641153,Inact
230010645,66,658373,741962,0,180000,XS,Young,5,N,L,Novák Zsófia,1,3,292914,N,3680152885,Dec
230010646,55,517705,283827,0,760000,XS,NoTrans,1,F,S,Tamás Erik,1,3,27834,N,3680733852,Dec
230010647,71,383300,320765,0,1200000,NO,Young,1,F,S,Gál Dániel,0,2,72950,N,3680238268,DecDec
230010648,34,91332,99446,0,550000,NO,Pension,5,N,XS,Kocsis Emma,1,2,81373,N,3680154906,Stab
230010649,24,356795,680062,0,520000,XS,TransCredit,4,F,L,Szalai Norbert,1,1,159654,N,3680765202,Dec
230010650,30,164028,748956,0,790000,NO,TransCredit,3,F,S,Orsós Martin,0,2,134683,N,3680100322,Inc
230010651,59,980590,17729,1,100000,L,Young,5,F,S,Németh András,3,2,315577,N,3680507867,Inact
230010652,73,891382,48167,1,750000,M,NoTrans,3,F,XS,Balla András,1,2,181841,N,3680726720,DecDec
230010653,62,937667,254165,1,880000,XL,TransCredit,4,N,XS,Barta Kinga,2,1,137564,Y,3680123296,Inc
230010654,20,521433,16583,1,210000,L,CreditAct,3,N,L,Fodor Tímea,1,3,154950,Y,3680553445,Inact
230010655,34,892573,199217,1,740000,XL,TransCredit,4,F,S,Szűcs Áron,2,3,204854,N,3680639962,Inc
230010656,34,58714,4879,1,830000,L,Pension,1,F,XXL,Kocsis Gábor,2,3,165893,Y,3680735131,IncInc
230010657,55,818844,9606,1,550000,XL,NoTrans,1,N,XL,Király Melissza,1,1,35559,Y,3680632458,Dec
230010658,75,374781,31471,1,470000,L,NoTrans,1,F,S,Mészáros Máté,2,1,270398,N,3680286638,Dec
230010659,28,491821,74549,1,290000,XL,CreditAct,1,F,S,Faragó István,1,1,285635,Y,3680681647,Dec
230010660,35,407002,22042,1,920000,L,Young,1,N,XXL,Jónás Adrienn,2,3,24447,Y,3680361862,IncInc
230010661,37,802661,7982,1,540000,L,CreditAct,2,N,XS,Szőke Leila,3,1,118871,N,3680722052,DecDec
230010662,75,744787,155006,1,780000,L,Young,1,N,S,Hegedüs Tamara,3,2,225527,N,3680112937,Stab
230010663,28,870112,273642,1,720000,L,Young,4,N,XXL,Fehér Adrienn,1,2,310685,Y,3680782440,Inc
230010664,49,383512,57615,1,160000,XL,Young,3,N,XL,Kelemen Melissza,1,2,100894,Y,3680621154,Stab
230010665,38,626053,152392,1,280000,XL,Pension,2,N,M,Szilágyi Kata,2,3,306132,Y,3680820362,IncInc
230010666,46,409957,101307,1,650000,M,Young,1,F,L,Deák Levente,1,3,267782,Y,3680165090,DecDec
230010667,58,556921,31413,1,690000,XL,Young,3,F,L,Tamás Hunor,3,3,299268,Y,3680767031,Inc
230010668,65,548807,166677,1,1140000,M,TransCredit,5,N,XL,Molnár Izabella,3,2,199231,N,3680882712,IncInc
230010669,31,269355,64656,1,970000,L,CreditAct,4,N,XS,Németh Janka,3,1,120690,Y,3680288815,IncInc
230010670,22,751362,213682,1,720000,M,CreditAct,1,F,XS,Novák Dominik,1,2,21385,N,3680399251,Inact
230010671,19,462577,18066,1,1070000,L,Young,5,N,S,Lukács Tamara,3,3,22658,N,3680653745,DecDec
230010672,29,777404,12737,1,450000,L,TransCredit,1,N,M,Csonka Csenge,3,3,103287,N,3680615677,IncInc
230010673,69,160341,29893,1,770000,L,NoTrans,3,N,M,Orosz Szonja,3,3,106813,Y,3680360961,Inact
230010674,35,468742,90460,1,240000,M,Young,4,F,XS,Novák Benett,2,1,275685,N,3680597381,Inc
230010675,29,833422,142580,1,710000,M,Pension,3,F,XL,Varga Balázs,2,3,136534,Y,3680844144,Inc
230010676,29,862106,205570,1,1100000,M,Pension,3,F,XL,Szabó László,2,3,171043,Y,3680415943,IncInc
230010677,69,1002484,21514,1,450000,L,Pension,2,N,XL,Szűcs Zoé,1,2,175146,Y,3680628505,IncInc
230010678,22,614883,38400,1,410000,L,CreditAct,4,N,XXL,Bakos Léna,2,2,134703,N,3680688360,Stab
230010679,25,691125,63292,1,830000,XL,TransCredit,1,N,XXL,Orbán Lilien,3,1,255800,N,3680771708,Dec
230010680,18,913031,122954,1,560000,XL,Pension,5,N,S,Sipos Jázmin,2,2,280351,N,3680561826,DecDec
230010681,38,800259,131740,1,360000,M,TransCredit,4,N,XL,Bálint Fanni,1,2,220589,N,3680188948,Inact
230010682,31,342291,73651,1,750000,L,Young,2,F,XL,Székely István,1,1,177662,N,3680143478,Dec
230010683,59,939100,162727,1,1170000,XL,Young,3,F,XS,Boros Bence,2,3,199122,N,3680624042,Inc
230010684,29,116757,37701,1,720000,M,Young,2,N,S,Pál Zsófia,1,1,43313,Y,3680234046,IncInc
230010685,69,417179,18564,1,320000,M,CreditAct,5,N,XL,Biró Emese,2,1,226246,Y,3680278340,Dec
230010686,73,1006273,239772,1,930000,L,CreditAct,1,N,L,Orsós Lilla,3,3,215030,Y,3680295390,Dec
230010687,45,673548,150032,1,230000,XL,Pension,3,F,XS,Váradi Kevin,2,1,45773,Y,3680838617,IncInc
230010688,60,568159,89122,1,290000,XL,TransCredit,5,N,S,Illés Izabella,3,2,75473,Y,3680322899,DecDec
230010689,18,315637,23703,1,220000,L,TransCredit,2,N,M,Bognár Dóra,2,1,130146,Y,3680685131,Inc
230010690,37,412920,102945,1,380000,M,NoTrans,5,F,S,Katona Péter,3,2,212141,N,3680761213,Stab
230010691,68,645749,182145,1,460000,L,NoTrans,5,N,L,Hajdu Csenge,2,2,43447,N,3680842001,Dec
230010692,60,112662,11360,1,460000,XL,CreditAct,1,N,XS,Hegedűs Zoé,1,1,22112,N,3680847220,Stab
230010693,72,395295,1706,1,430000,L,NoTrans,2,F,S,Pál Dominik,3,2,256699,N,3680470432,Stab
230010694,67,43630,10673,1,880000,L,CreditAct,4,F,L,Hajdu Alex,2,2,106044,N,3680407394,Stab
230010695,42,225101,29067,1,1090000,M,TransCredit,4,F,XXL,Farkas Balázs,1,1,63542,N,3680835662,Dec
230010696,18,643827,121334,1,270000,L,Young,5,N,S,Németh Vivien,1,1,244272,Y,3680522849,Inact
230010697,54,720292,15381,1,1020000,XL,Young,4,F,XXL,Kozma Dominik,1,2,229293,Y,3680227033,Dec
230010698,37,430315,108460,1,680000,L,NoTrans,5,F,L,Deák János,2,2,80979,Y,3680137301,Stab
230010699,42,668795,114641,1,1040000,L,TransCredit,1,N,XL,Halász Kira,3,1,109627,Y,3680164896,Inc
230010700,74,191101,33377,1,1000000,M,CreditAct,1,F,XS,Szűcs Márk,3,2,252392,Y,3680220302,IncInc
